transaction_date,customer_id,amount
2026-08-01 00:01:00,CUST-DT-0001,2311.94
2026-08-01 00:05:00,CUST-DT-0002,1501.14
2026-08-01 00:07:00,CUST-DT-0003,1024.63
2026-08-01 00:11:00,CUST-DT-0004,4422.18
2026-08-01 00:15:00,CUST-DT-0005,961.31
2026-08-01 00:15:00,CUST-DT-0006,3380.82
2026-08-01 00:20:00,CUST-DT-0007,4113.36
2026-08-01 00:22:00,CUST-DT-0008,793.11
2026-08-01 00:25:00,CUST-DT-0009,3206.61
2026-08-01 00:28:00,CUST-DT-0010,3700.07
2026-08-01 00:31:00,CUST-DT-0011,3034.1
2026-08-01 00:33:00,CUST-DT-0012,1695.08
2026-08-01 00:37:00,CUST-DT-0013,669.37
2026-08-01 00:40:00,CUST-DT-0014,880.94
2026-08-01 00:43:00,CUST-DT-0015,3475.86
2026-08-01 00:45:00,CUST-DT-0016,2391.06
2026-08-01 00:50:00,CUST-DT-0017,825.24
2026-08-01 00:54:00,CUST-DT-0018,3839.31
2026-08-01 00:54:00,CUST-DT-0019,1911.37
2026-08-01 00:58:00,CUST-DT-0020,4258.26
2026-08-01 01:03:00,CUST-DT-0021,3800.11
2026-08-01 01:04:00,CUST-DT-0022,4139.03
2026-08-01 01:07:00,CUST-DT-0023,4275.94
2026-08-01 01:13:00,CUST-DT-0024,1495.17
2026-08-01 01:16:00,CUST-DT-0025,2246.17
2026-08-01 01:15:00,CUST-DT-0026,3139.88
2026-08-01 01:18:00,CUST-DT-0027,4022.38
2026-08-01 01:23:00,CUST-DT-0028,883.26
2026-08-01 01:24:00,CUST-DT-0029,419.64
2026-08-01 01:30:00,CUST-DT-0030,125.42
2026-08-01 01:33:00,CUST-DT-0031,50.01
2026-08-01 01:35:00,CUST-DT-0032,942.03
2026-08-01 01:40:00,CUST-DT-0033,3119.12
2026-08-01 01:39:00,CUST-DT-0034,3551.36
2026-08-01 01:46:00,CUST-DT-0035,3409.19
2026-08-01 01:46:00,CUST-DT-0036,2237.04
2026-08-01 01:50:00,CUST-DT-0037,3023.58
2026-08-01 01:54:00,CUST-DT-0038,1212.83
2026-08-01 01:57:00,CUST-DT-0039,1350.12
2026-08-01 01:58:00,CUST-DT-0040,1780.55
2026-08-01 02:04:00,CUST-DT-0041,1399.19
2026-08-01 02:07:00,CUST-DT-0042,3738.88
2026-08-01 02:10:00,CUST-DT-0043,2581.42
2026-08-01 02:13:00,CUST-DT-0044,1960.63
2026-08-01 02:15:00,CUST-DT-0045,2693.05
2026-08-01 02:19:00,CUST-DT-0046,531.65
2026-08-01 02:19:00,CUST-DT-0047,4131.19
2026-08-01 02:22:00,CUST-DT-0048,570.21
2026-08-01 02:28:00,CUST-DT-0049,2779.44
2026-08-01 02:30:00,CUST-DT-0050,1969.47
2026-08-01 02:33:00,CUST-DT-0051,3507.99
2026-08-01 02:36:00,CUST-DT-0052,2165.1
2026-08-01 02:36:00,CUST-DT-0053,2720.54
2026-08-01 02:41:00,CUST-DT-0054,2740.81
2026-08-01 02:44:00,CUST-DT-0055,2933.66
2026-08-01 02:45:00,CUST-DT-0056,1565.99
2026-08-01 02:52:00,CUST-DT-0057,3099.61
2026-08-01 02:51:00,CUST-DT-0058,3311.21
2026-08-01 02:57:00,CUST-DT-0059,1662.5
2026-08-01 03:00:00,CUST-DT-0060,1970.43
2026-08-01 03:00:00,CUST-DT-0061,546.37
2026-08-01 03:05:00,CUST-DT-0062,4041.24
2026-08-01 03:06:00,CUST-DT-0063,1163.67
2026-08-01 03:13:00,CUST-DT-0064,3869.69
2026-08-01 03:16:00,CUST-DT-0065,3491.16
2026-08-01 03:16:00,CUST-DT-0066,1210.59
2026-08-01 03:18:00,CUST-DT-0067,4265.7
2026-08-01 03:21:00,CUST-DT-0068,687.66
2026-08-01 03:28:00,CUST-DT-0069,655.31
2026-08-01 03:30:00,CUST-DT-0070,1230.18
2026-08-01 03:32:00,CUST-DT-0071,3784.18
2026-08-01 03:36:00,CUST-DT-0072,2378.85
2026-08-01 03:37:00,CUST-DT-0073,2225.8
2026-08-01 03:43:00,CUST-DT-0074,1221.23
2026-08-01 03:45:00,CUST-DT-0075,1382.41
2026-08-01 03:48:00,CUST-DT-0076,1185.23
2026-08-01 03:52:00,CUST-DT-0077,2464.99
2026-08-01 03:55:00,CUST-DT-0078,752.54
2026-08-01 03:54:00,CUST-DT-0079,1779.95
2026-08-01 03:58:00,CUST-DT-0080,4270.12
2026-08-01 04:03:00,CUST-DT-0081,2504.92
2026-08-01 04:07:00,CUST-DT-0082,2667.98
2026-08-01 04:07:00,CUST-DT-0083,2558.07
2026-08-01 04:10:00,CUST-DT-0084,3175.19
2026-08-01 04:13:00,CUST-DT-0085,3758.49
2026-08-01 04:18:00,CUST-DT-0086,4473.16
2026-08-01 04:19:00,CUST-DT-0087,2557.22
2026-08-01 04:22:00,CUST-DT-0088,2266.46
2026-08-01 04:26:00,CUST-DT-0089,1948.1
2026-08-01 04:30:00,CUST-DT-0090,2284.2
2026-08-01 04:33:00,CUST-DT-0091,1442.29
2026-08-01 04:37:00,CUST-DT-0092,2855.1
2026-08-01 04:37:00,CUST-DT-0093,1750.95
2026-08-01 04:42:00,CUST-DT-0094,4095.76
2026-08-01 04:44:00,CUST-DT-0095,460.96
2026-08-01 04:47:00,CUST-DT-0096,2489.24
2026-08-01 04:48:00,CUST-DT-0097,1800.6
2026-08-01 04:54:00,CUST-DT-0098,218.73
2026-08-01 04:57:00,CUST-DT-0099,3429.45
2026-08-01 04:58:00,CUST-DT-0100,421.7
2026-08-01 05:04:00,CUST-DT-0101,2778.24
2026-08-01 05:05:00,CUST-DT-0102,435.89
2026-08-01 05:06:00,CUST-DT-0103,3404.92
2026-08-01 05:10:00,CUST-DT-0104,953.68
2026-08-01 05:16:00,CUST-DT-0105,2010.6
2026-08-01 05:18:00,CUST-DT-0106,4398.42
2026-08-01 05:21:00,CUST-DT-0107,296.46
2026-08-01 05:23:00,CUST-DT-0108,3415.6
2026-08-01 05:28:00,CUST-DT-0109,1412.0
2026-08-01 05:31:00,CUST-DT-0110,3570.21
2026-08-01 05:34:00,CUST-DT-0111,3895.01
2026-08-01 05:35:00,CUST-DT-0112,701.64
2026-08-01 05:36:00,CUST-DT-0113,2518.97
2026-08-01 05:41:00,CUST-DT-0114,166.93
2026-08-01 05:44:00,CUST-DT-0115,155.81
2026-08-01 05:45:00,CUST-DT-0116,1874.55
2026-08-01 05:50:00,CUST-DT-0117,1340.99
2026-08-01 05:53:00,CUST-DT-0118,4357.12
2026-08-01 05:58:00,CUST-DT-0119,1441.19
2026-08-01 06:00:00,CUST-DT-0120,3941.06
2026-08-01 06:04:00,CUST-DT-0121,596.96
2026-08-01 06:05:00,CUST-DT-0122,1613.23
2026-08-01 06:06:00,CUST-DT-0123,3508.87
2026-08-01 06:12:00,CUST-DT-0124,1602.06
2026-08-01 06:16:00,CUST-DT-0125,3422.23
2026-08-01 06:18:00,CUST-DT-0126,1549.63
2026-08-01 06:18:00,CUST-DT-0127,4292.15
2026-08-01 06:22:00,CUST-DT-0128,1990.51
2026-08-01 06:28:00,CUST-DT-0129,2181.88
2026-08-01 06:31:00,CUST-DT-0130,785.92
2026-08-01 06:32:00,CUST-DT-0131,690.17
2026-08-01 06:36:00,CUST-DT-0132,1219.03
2026-08-01 06:37:00,CUST-DT-0133,1082.3
2026-08-01 06:39:00,CUST-DT-0134,1046.02
2026-08-01 06:46:00,CUST-DT-0135,2434.62
2026-08-01 06:45:00,CUST-DT-0136,3412.27
2026-08-01 06:49:00,CUST-DT-0137,824.87
2026-08-01 06:51:00,CUST-DT-0138,2466.95
2026-08-01 06:58:00,CUST-DT-0139,3803.18
2026-08-01 06:59:00,CUST-DT-0140,2810.9
2026-08-01 07:04:00,CUST-DT-0141,4409.69
2026-08-01 07:04:00,CUST-DT-0142,2629.16
2026-08-01 07:09:00,CUST-DT-0143,848.24
2026-08-01 07:13:00,CUST-DT-0144,2248.77
2026-08-01 07:14:00,CUST-DT-0145,3880.3
2026-08-01 07:18:00,CUST-DT-0146,954.15
2026-08-01 07:18:00,CUST-DT-0147,2516.77
2026-08-01 07:22:00,CUST-DT-0148,1541.18
2026-08-01 07:26:00,CUST-DT-0149,350.68
2026-08-01 07:27:00,CUST-DT-0150,2629.16
2026-08-01 07:34:00,CUST-DT-0151,2072.55
2026-08-01 07:34:00,CUST-DT-0152,3484.71
2026-08-01 07:37:00,CUST-DT-0153,3400.32
2026-08-01 07:41:00,CUST-DT-0154,3624.38
2026-08-01 07:44:00,CUST-DT-0155,3622.04
2026-08-01 07:47:00,CUST-DT-0156,197.13
2026-08-01 07:51:00,CUST-DT-0157,4435.73
2026-08-01 07:52:00,CUST-DT-0158,1891.87
2026-08-01 07:54:00,CUST-DT-0159,2707.43
2026-08-01 07:57:00,CUST-DT-0160,3637.39
2026-08-01 08:00:00,CUST-DT-0161,2918.22
2026-08-01 08:05:00,CUST-DT-0162,3679.8
2026-08-01 08:10:00,CUST-DT-0163,3413.94
2026-08-01 08:11:00,CUST-DT-0164,546.26
2026-08-01 08:16:00,CUST-DT-0165,443.53
2026-08-01 08:16:00,CUST-DT-0166,2590.94
2026-08-01 08:22:00,CUST-DT-0167,1596.33
2026-08-01 08:23:00,CUST-DT-0168,4368.04
2026-08-01 08:25:00,CUST-DT-0169,1309.58
2026-08-01 08:29:00,CUST-DT-0170,1878.49
2026-08-01 08:31:00,CUST-DT-0171,1198.63
2026-08-01 08:34:00,CUST-DT-0172,4108.83
2026-08-01 08:37:00,CUST-DT-0173,3254.98
2026-08-01 08:41:00,CUST-DT-0174,948.04
2026-08-01 08:45:00,CUST-DT-0175,1549.17
2026-08-01 08:48:00,CUST-DT-0176,542.56
2026-08-01 08:51:00,CUST-DT-0177,566.79
2026-08-01 08:55:00,CUST-DT-0178,255.86
2026-08-01 08:57:00,CUST-DT-0179,809.58
2026-08-01 09:01:00,CUST-DT-0180,3952.44
2026-08-01 09:00:00,CUST-DT-0181,1106.63
2026-08-01 09:03:00,CUST-DT-0182,3187.49
2026-08-01 09:08:00,CUST-DT-0183,2017.93
2026-08-01 09:09:00,CUST-DT-0184,990.67
2026-08-01 09:15:00,CUST-DT-0185,2247.13
2026-08-01 09:19:00,CUST-DT-0186,4292.16
2026-08-01 09:19:00,CUST-DT-0187,3214.91
2026-08-01 09:21:00,CUST-DT-0188,1800.53
2026-08-01 09:28:00,CUST-DT-0189,4127.54
2026-08-01 09:30:00,CUST-DT-0190,396.25
2026-08-01 09:33:00,CUST-DT-0191,3945.29
2026-08-01 09:36:00,CUST-DT-0192,958.82
2026-08-01 09:36:00,CUST-DT-0193,1239.19
2026-08-01 09:40:00,CUST-DT-0194,3441.62
2026-08-01 09:46:00,CUST-DT-0195,777.99
2026-08-01 09:45:00,CUST-DT-0196,4182.09
2026-08-01 09:52:00,CUST-DT-0197,2414.87
2026-08-01 09:55:00,CUST-DT-0198,3549.17
2026-08-01 09:54:00,CUST-DT-0199,1241.79
2026-08-01 09:59:00,CUST-DT-0200,845.79
2026-08-01 10:01:00,CUST-DT-0201,725.44
2026-08-01 10:04:00,CUST-DT-0202,3997.85
2026-08-01 10:09:00,CUST-DT-0203,3423.27
2026-08-01 10:10:00,CUST-DT-0204,2262.27
2026-08-01 10:14:00,CUST-DT-0205,3201.01
2026-08-01 10:18:00,CUST-DT-0206,3513.58
2026-08-01 10:18:00,CUST-DT-0207,256.42
2026-08-01 10:25:00,CUST-DT-0208,908.43
2026-08-01 10:27:00,CUST-DT-0209,2675.29
2026-08-01 10:29:00,CUST-DT-0210,1162.16
2026-08-01 10:30:00,CUST-DT-0211,3783.88
2026-08-01 10:34:00,CUST-DT-0212,4197.51
2026-08-01 10:40:00,CUST-DT-0213,2523.77
2026-08-01 10:41:00,CUST-DT-0214,4282.81
2026-08-01 10:43:00,CUST-DT-0215,1553.95
2026-08-01 10:49:00,CUST-DT-0216,97.59
2026-08-01 10:51:00,CUST-DT-0217,3435.31
2026-08-01 10:55:00,CUST-DT-0218,1479.77
2026-08-01 10:58:00,CUST-DT-0219,733.69
2026-08-01 10:59:00,CUST-DT-0220,2288.43
2026-08-01 11:00:00,CUST-DT-0221,3003.86
2026-08-01 11:06:00,CUST-DT-0222,1021.01
2026-08-01 11:09:00,CUST-DT-0223,1386.63
2026-08-01 11:11:00,CUST-DT-0224,3851.22
2026-08-01 11:13:00,CUST-DT-0225,4285.49
2026-08-01 11:16:00,CUST-DT-0226,2097.14
2026-08-01 11:20:00,CUST-DT-0227,56.58
2026-08-01 11:25:00,CUST-DT-0228,3030.55
2026-08-01 11:28:00,CUST-DT-0229,3506.28
2026-08-01 11:29:00,CUST-DT-0230,1885.8
2026-08-01 11:30:00,CUST-DT-0231,2243.38
2026-08-01 11:36:00,CUST-DT-0232,2157.7
2026-08-01 11:38:00,CUST-DT-0233,3130.86
2026-08-01 11:41:00,CUST-DT-0234,2906.18
2026-08-01 11:45:00,CUST-DT-0235,1105.13
2026-08-01 11:46:00,CUST-DT-0236,2272.24
2026-08-01 11:49:00,CUST-DT-0237,2713.02
2026-08-01 11:51:00,CUST-DT-0238,636.73
2026-08-01 11:55:00,CUST-DT-0239,1203.02
2026-08-01 12:00:00,CUST-DT-0240,3712.42
2026-08-01 12:04:00,CUST-DT-0241,163.5
2026-08-01 12:04:00,CUST-DT-0242,685.39
2026-08-01 12:10:00,CUST-DT-0243,1176.85
2026-08-01 12:12:00,CUST-DT-0244,3733.84
2026-08-01 12:12:00,CUST-DT-0245,1058.98
2026-08-01 12:16:00,CUST-DT-0246,821.33
2026-08-01 12:19:00,CUST-DT-0247,2099.84
2026-08-01 12:22:00,CUST-DT-0248,2300.75
2026-08-01 12:28:00,CUST-DT-0249,864.67
2026-08-01 12:31:00,CUST-DT-0250,1834.91
2026-08-01 12:34:00,CUST-DT-0251,596.57
2026-08-01 12:37:00,CUST-DT-0252,609.39
2026-08-01 12:37:00,CUST-DT-0253,2784.91
2026-08-01 12:43:00,CUST-DT-0254,3536.03
2026-08-01 12:44:00,CUST-DT-0255,2999.01
2026-08-01 12:45:00,CUST-DT-0256,1558.02
2026-08-01 12:50:00,CUST-DT-0257,3801.58
2026-08-01 12:52:00,CUST-DT-0258,4448.81
2026-08-01 12:54:00,CUST-DT-0259,3513.08
2026-08-01 12:57:00,CUST-DT-0260,1306.94
2026-08-01 13:01:00,CUST-DT-0261,1761.47
2026-08-01 13:07:00,CUST-DT-0262,1963.7
