customer_id,age,revenue,revenue_zscore,is_outlier_iqr_revenue,revenue_capped,is_outlier_revenue,age_zscore,is_outlier_iqr_age,age_capped,is_outlier_age,is_outlier
CUST-001,25,150.0,0.45445157758705307,False,150.0,False,0.7111396663874969,False,25,False,False
CUST-002,30,250.0,0.45418434430335747,False,250.0,False,0.6170735729499973,False,30,False,False
CUST-003,42,300.0,0.45405072766150967,False,300.0,False,0.39131494869999833,False,42,False,False
CUST-004,35,180.0,0.4543714076019444,False,180.0,False,0.5230074795124977,False,35,False,False
CUST-005,28,210.0,0.4542912376168357,False,210.0,False,0.6547000103249973,False,28,False,False
CUST-006,50,400.0,0.45378349437781407,False,400.0,False,0.24080919919999894,False,50,False,False
CUST-007,155,500000.0,0.881313990965373,True,620.0,True,1.7345787629874927,True,75,True,True
CUST-008,180,1200000.0,2.7519469768345304,True,620.0,True,2.204909230174991,True,75,True,True
CUST-009,45,320.0,0.45399728100477055,False,320.0,False,0.33487529263749855,False,45,False,False
CUST-010,38,270.0,0.45413089764661835,False,270.0,False,0.466567823449998,False,38,False,False
